Sector_score,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Audit_Risk,Risk,Marks,MONEY_Marks,Loss,LOSS_SCORE,History_score,T_Risk
3.41,10.08,0.6,6.048,22.31,0.6,13.386,32.39,5.5,0.4,2.2,16.82,0.6,2,0.2,0.4,0,0.2,0,4.4,32.126,0.4,6.4252,1,4,6,0,2,2,1
3.41,1.44,0.4,0.576,9.65,0.4,3.86,11.09,6.5,0.6,3.9,10.03,0.6,2,0.2,0.4,0,0.2,0,4,14.754,0.4,2.9508,1,6,6,0,2,2,1
3.41,25.4,0.6,15.24,51.74,0.6,31.044,77.14,5,0.2,1,12.67,0.6,6,0.2,1.2,2,0.6,1.2,4.8,57.286,2.4,68.7432,1,2,6,0,2,6,1
3.41,3.21,0.6,1.926,72.07,0.6,43.242,75.28,5,0.2,1,13.79,0.6,6,0.2,1.2,1,0.4,0.4,4.6,56.042,1.6,44.8336,1,2,6,0,2,4,1
3.41,12.28,0.6,7.368,20.62,0.6,12.372,32.9,5,0.2,1,10.16,0.6,2,0.2,0.4,1,0.4,0.4,4.2,27.636,0.8,11.0544,1,2,6,0,2,4,1
3.41,6.93,0.6,4.158,70.26,0.6,42.156,77.19,5,0.2,1,9.73,0.4,2,0.2,0.4,0,0.2,0,3.8,51.606,0.4,10.3212,1,2,4,0,2,2,1
3.41,3.34,0.6,2.004,37.59,0.6,22.554,40.93,5,0.2,1,26.95,0.6,2,0.2,0.4,0,0.2,0,4,42.128,0.4,8.4256,1,2,6,0,2,2,1
3.41,15.66,0.6,9.396,74.53,0.6,44.718,90.19,5,0.2,1,29.07,0.6,2,0.2,0.4,0,0.2,0,4,72.956,0.4,14.5912,1,2,6,0,2,2,1
3.41,2.92,0.6,1.752,5.24,0.4,2.096,8.16,5,0.2,1,9.76,0.4,2,0.2,0.4,0,0.2,0,3.2,9.152,0.4,1.8304,1,2,4,0,2,2,1
3.41,0.83,0.2,0.166,28.06,0.6,16.836,28.89,5,0.2,1,13.31,0.6,2,0.2,0.4,0,0.2,0,3.6,26.388,0.4,5.2776,1,2,6,0,2,2,1
3.41,1.97,0.4,0.788,30.25,0.6,18.15,32.22,5,0.2,1,0.68,0.2,2,0.2,0.4,0,0.2,0,3.4,20.474,0.4,4.0948,1,2,2,0,2,2,1
3.41,10,0.6,6,47.9,0.6,28.74,57.9,5,0.2,1,7.7,0.4,2,0.2,0.4,0,0.2,0,3.8,39.22,0.4,7.844,1,2,4,0,2,2,1
3.41,13.06,0.6,7.836,45.42,0.6,27.252,58.48,5,0.2,1,10.4,0.6,2,0.2,0.4,0,0.2,0,4,42.728,0.4,8.5456,1,2,6,0,2,2,1
3.41,1.35,0.4,0.54,33.25,0.6,19.95,34.6,5.5,0.4,2.2,20.62,0.6,2,0.2,0.4,0,0.2,0,4.2,35.462,0.4,7.0924,1,4,6,0,2,2,1
3.41,4.13,0.6,2.478,16.74,0.6,10.044,20.87,5,0.2,1,44.02,0.6,2,0.2,0.4,0,0.2,0,4,40.334,0.4,8.0668,1,2,6,0,2,2,1
3.41,12.62,0.6,7.572,80.06,0.6,48.036,92.68,5.5,0.4,2.2,43.53,0.6,4,0.2,0.8,0,0.2,0,4.6,84.726,0.8,33.8904,1,4,6,0,2,2,1
3.41,16.36,0.6,9.816,41.1,0.6,24.66,57.46,5,0.2,1,12.03,0.6,4,0.2,0.8,0,0.2,0,4.2,43.494,0.8,17.3976,1,2,6,0,2,2,1
3.41,12.68,0.6,7.608,41,0.6,24.6,53.68,5.5,0.4,2.2,11.88,0.6,2,0.2,0.4,0,0.2,0,4.4,41.936,0.4,8.3872,1,4,6,0,2,2,1
3.41,11.73,0.6,7.038,85.87,0.6,51.522,97.6,5,0.2,1,6.96,0.4,2,0.2,0.4,1,0.4,0.4,4,63.144,0.8,25.2576,1,2,4,0,2,4,1
3.41,5.15,0.6,3.09,44.67,0.6,26.802,49.82,5.5,0.4,2.2,21.07,0.6,2,0.2,0.4,0,0.2,0,4.4,45.134,0.4,9.0268,1,4,6,0,2,2,1
3.41,6.61,0.6,3.966,55.62,0.6,33.372,62.23,5,0.2,1,57.16,0.6,2,0.4,0.8,0,0.2,0,4.2,73.434,0.8,29.3736,1,2,6,1,4,2,1
3.41,8.03,0.6,4.818,94.43,0.6,56.658,102.46,5.5,0.4,2.2,10.65,0.6,2,0.2,0.4,2,0.6,1.2,4.8,71.666,1.6,57.3328,1,4,6,0,2,6,1
3.41,1.21,0.4,0.484,34.03,0.6,20.418,35.24,5,0.2,1,5.36,0.4,2,0.2,0.4,0,0.2,0,3.6,24.446,0.4,4.8892,1,2,4,0,2,2,1
3.41,1.64,0.4,0.656,46.21,0.6,27.726,47.85,5,0.2,1,2.45,0.2,2,0.2,0.4,0,0.2,0,3.4,30.272,0.4,6.0544,1,2,2,0,2,2,1
3.41,1.21,0.4,0.484,43.84,0.6,26.304,45.05,5.5,0.4,2.2,31.61,0.6,2,0.2,0.4,0,0.2,0,4.2,48.354,0.4,9.6708,1,4,6,0,2,2,1
3.41,1.1,0.4,0.44,87.71,0.6,52.626,88.81,5.5,0.4,2.2,34.32,0.6,2,0.2,0.4,0,0.2,0,4.2,76.258,0.4,15.2516,1,4,6,0,2,2,1
3.41,4.17,0.6,2.502,24.37,0.6,14.622,28.54,5,0.2,1,4.24,0.2,2,0.2,0.4,0,0.2,0,3.6,19.372,0.4,3.8744,1,2,2,0,2,2,1
3.41,1.08,0.4,0.432,32.71,0.6,19.626,33.79,5,0.2,1,8.38,0.4,2,0.2,0.4,0,0.2,0,3.6,24.81,0.4,4.962,1,2,4,0,2,2,1
3.41,12.29,0.6,7.374,25.74,0.6,15.444,38.03,5,0.2,1,22.1,0.6,2,0.4,0.8,0,0.2,0,4.2,37.878,0.8,15.1512,1,2,6,1,4,2,1
3.41,12.54,0.6,7.524,31.62,0.6,18.972,44.16,5,0.2,1,54.07,0.6,2,0.2,0.4,0,0.2,0,4,60.338,0.4,12.0676,1,2,6,0,2,2,1
3.41,17.26,0.6,10.356,44.22,0.6,26.532,61.48,5,0.2,1,27.68,0.6,2,0.2,0.4,1,0.4,0.4,4.2,55.296,0.8,22.1184,1,2,6,0,2,4,1
3.41,1.15,0.4,0.46,20.1,0.6,12.06,21.25,6,0.6,3.6,21.45,0.6,2,0.2,0.4,0,0.2,0,4.6,29.39,0.4,5.878,1,6,6,0,2,2,1
3.41,20.04,0.6,12.024,48.9,0.6,29.34,68.94,5,0.2,1,11.09,0.6,2,0.2,0.4,0,0.2,0,4,49.418,0.4,9.8836,1,2,6,0,2,2,1
3.41,12.17,0.6,7.302,47,0.6,28.2,59.17,6,0.6,3.6,10.14,0.6,2,0.2,0.4,0,0.2,0,4.8,45.586,0.4,9.1172,1,6,6,0,2,2,1
3.41,10.37,0.6,6.222,105.56,0.6,63.336,115.93,9,0.6,5.4,52.13,0.6,2,0.2,0.4,0,0.2,0,4.8,106.636,0.4,21.3272,1,6,6,0,2,2,1
3.41,9.67,0.6,5.802,62.25,0.6,37.35,71.92,5.5,0.4,2.2,17.02,0.6,2,0.2,0.4,0,0.2,0,4.4,55.964,0.4,11.1928,1,4,6,0,2,2,1
3.41,3.77,0.6,2.262,40.86,0.6,24.516,44.63,5,0.2,1,18,0.6,2,0.2,0.4,0,0.2,0,4,38.978,0.4,7.7956,1,2,6,0,2,2,1
3.41,4.73,0.6,2.838,60.22,0.6,36.132,64.95,5,0.2,1,69.76,0.6,2,0.2,0.4,0,0.2,0,4,82.226,0.4,16.4452,1,2,6,0,2,2,1
3.41,6.31,0.6,3.786,19.42,0.6,11.652,25.73,5.5,0.4,2.2,13.88,0.6,2,0.2,0.4,0,0.2,0,4.4,26.366,0.4,5.2732,1,4,6,0,2,2,1
3.41,5.61,0.6,3.366,1.56,0.2,0.312,7.17,5,0.2,1,4.03,0.2,2,0.2,0.4,0,0.2,0,2.4,5.884,0.4,1.1768,1,2,2,0,2,2,1
3.41,5.22,0.6,3.132,20.94,0.6,12.564,26.16,5,0.2,1,2.44,0.2,2,0.2,0.4,0,0.2,0,3.6,17.584,0.4,3.5168,1,2,2,0,2,2,1
3.41,0.31,0.2,0.062,58.12,0.6,34.872,58.43,5,0.2,1,78.98,0.6,2,0.4,0.8,0,0.2,0,3.8,84.122,0.8,33.6488,1,2,6,1,4,2,1
3.41,2.86,0.6,1.716,17.09,0.6,10.254,19.95,5.5,0.4,2.2,6.88,0.4,2,0.2,0.4,0,0.2,0,4.2,17.322,0.4,3.4644,1,4,4,0,2,2,1
3.41,16.53,0.6,9.918,72.99,0.6,43.794,89.52,5,0.2,1,5.49,0.4,2,0.2,0.4,1,0.4,0.4,4,57.708,0.8,23.0832,1,2,4,0,2,4,1
3.41,2.7,0.6,1.62,45.16,0.6,27.096,47.86,5,0.2,1,37.79,0.6,2,0.2,0.4,0,0.2,0,4,52.79,0.4,10.558,1,2,6,0,2,2,1
3.41,3.08,0.6,1.848,60.78,0.6,36.468,63.86,5,0.2,1,0.36,0.2,2,0.2,0.4,0,0.2,0,3.6,39.788,0.4,7.9576,1,2,2,0,2,2,1
3.41,2,0.6,1.2,49.19,0.6,29.514,51.19,5,0.2,1,60.88,0.6,2,0.2,0.4,1,0.4,0.4,4.2,69.042,0.8,27.6168,1,2,6,0,2,4,1
3.41,1.18,0.4,0.472,0,0.2,0,1.18,5.5,0.4,2.2,183.2,0.6,2,0.4,0.8,0,0.2,0,3.2,113.392,0.8,45.3568,1,4,6,1,4,2,1
3.41,1.07,0.4,0.428,0,0.2,0,1.07,5,0.2,1,10.02,0.6,2,0.2,0.4,0,0.2,0,2.6,7.84,0.4,1.568,1,2,6,0,2,2,1
3.41,1.07,0.4,0.428,0,0.2,0,1.07,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.6,2.628,1.2,1.5768,1,2,2,0,2,2,1
3.41,1.01,0.4,0.404,0,0.2,0,1.01,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.804,0.4,0.3608,0,2,2,0,2,2,1
3.41,0.93,0.2,0.186,0,0.2,0,0.93,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.586,0.4,0.3172,0,2,2,0,2,2,0
3.41,4.01,0.6,2.406,0,0.2,0,4.01,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.806,0.4,0.7612,0,2,2,0,2,2,1
3.41,0.77,0.2,0.154,0,0.2,0,0.77,5,0.2,1,0.32,0.2,2,0.2,0.4,0,0.2,0,2,1.618,0.4,0.3236,0,2,2,0,2,2,0
3.41,1.05,0.4,0.42,0,0.2,0,1.05,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.82,0.4,0.364,0,2,2,0,2,2,1
3.41,1.01,0.4,0.404,0,0.2,0,1.01,5,0.2,1,0.28,0.2,2,0.2,0.4,0,0.2,0,2.2,1.86,0.4,0.372,0,2,2,0,2,2,1
3.41,0.91,0.2,0.182,0,0.2,0,0.91,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.582,0.4,0.3164,0,2,2,0,2,2,0
3.41,1.12,0.4,0.448,0,0.2,0,1.12,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.848,0.4,0.3696,0,2,2,0,2,2,1
3.41,0.8,0.2,0.16,0,0.2,0,0.8,5,0.2,1,0.18,0.2,2,0.2,0.4,0,0.2,0,2,1.596,0.4,0.3192,0,2,2,0,2,2,0
3.41,0.65,0.2,0.13,0,0.2,0,0.65,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.53,0.4,0.306,0,2,2,0,2,2,0
3.41,0.63,0.2,0.126,0,0.2,0,0.63,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.526,0.4,0.3052,0,2,2,0,2,2,0
3.41,0.43,0.2,0.086,0,0.2,0,0.43,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.486,0.4,0.2972,0,2,2,0,2,2,0
3.41,1.21,0.4,0.484,0,0.2,0,1.21,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.884,0.4,0.3768,0,2,2,0,2,2,1
3.41,0.17,0.2,0.034,0,0.2,0,0.17,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.434,0.4,0.2868,0,2,2,0,2,2,0
3.41,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.2,1.8,0.8,0.72,0,2,2,0,2,2,1
3.41,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
3.41,0.07,0.2,0.014,0,0.2,0,0.07,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.414,0.4,0.2828,0,2,2,0,2,2,0
2.72,5.11,0.6,3.066,53.76,0.6,32.256,58.87,6,0.6,3.6,48.56,0.6,2,0.2,0.4,2,0.6,1.2,5.2,69.658,1.6,55.7264,1,6,6,0,2,6,1
2.72,2.46,0.6,1.476,6.72,0.4,2.688,9.18,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,3,5.564,0.4,1.1128,1,2,2,0,2,2,1
2.72,4.05,0.6,2.43,21.66,0.6,12.996,25.71,5.5,0.4,2.2,18.45,0.6,2,0.2,0.4,0,0.2,0,4.4,29.096,0.4,5.8192,1,4,6,0,2,2,1
2.72,2.81,0.6,1.686,4.6,0.2,0.92,7.41,5,0.2,1,8.44,0.4,2,0.2,0.4,0,0.2,0,2.6,7.382,0.4,1.4764,1,2,4,0,2,2,1
2.72,4.43,0.6,2.658,61.47,0.6,36.882,65.9,5.5,0.4,2.2,39.65,0.6,2,0.2,0.4,0,0.2,0,4.4,65.93,0.4,13.186,1,4,6,0,2,2,1
2.72,3.48,0.6,2.088,17.85,0.6,10.71,21.33,5,0.2,1,9.53,0.4,2,0.2,0.4,0,0.2,0,3.8,18.01,0.4,3.602,1,2,4,0,2,2,1
2.72,3.62,0.6,2.172,44.28,0.6,26.568,47.9,5,0.2,1,44.67,0.6,2,0.2,0.4,0,0.2,0,4,56.942,0.4,11.3884,1,2,6,0,2,2,1
2.72,4.34,0.6,2.604,24.13,0.6,14.478,28.47,5,0.2,1,3.42,0.2,2,0.2,0.4,0,0.2,0,3.6,19.166,0.4,3.8332,1,2,2,0,2,2,1
2.72,3.62,0.6,2.172,8.37,0.4,3.348,11.99,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,3,6.92,0.4,1.384,1,2,2,0,2,2,1
2.72,3.11,0.6,1.866,113.97,0.6,68.382,117.08,5.5,0.4,2.2,26.64,0.6,2,0.2,0.4,0,0.2,0,4.4,88.832,0.4,17.7664,1,4,6,0,2,2,1
2.72,1.65,0.4,0.66,20.86,0.6,12.516,22.51,5,0.2,1,16.91,0.6,2,0.2,0.4,0,0.2,0,3.8,24.722,0.4,4.9444,1,2,6,0,2,2,1
2.72,3.43,0.6,2.058,1.53,0.2,0.306,4.96,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.764,0.4,0.7528,0,2,2,0,2,2,1
2.72,3.84,0.6,2.304,98.67,0.6,59.202,102.51,5,0.2,1,12.9,0.6,2,0.2,0.4,0,0.2,0,4,70.646,0.4,14.1292,1,2,6,0,2,2,1
2.72,7.42,0.6,4.452,115.87,0.6,69.522,123.29,6,0.6,3.6,6.79,0.4,2,0.2,0.4,1,0.4,0.4,4.8,81.09,0.8,32.436,1,6,4,0,2,4,1
2.72,7.07,0.6,4.242,35.48,0.6,21.288,42.55,5,0.2,1,8.76,0.4,2,0.2,0.4,0,0.2,0,3.8,30.434,0.4,6.0868,1,2,4,0,2,2,1
2.72,3.26,0.6,1.956,5.55,0.4,2.22,8.81,5,0.2,1,0.21,0.2,6,0.2,1.2,0,0.2,0,3.4,6.418,1.2,3.8508,1,2,2,0,2,2,1
2.72,3.84,0.6,2.304,144.39,0.6,86.634,148.23,5,0.2,1,19.68,0.6,2,0.4,0.8,1,0.4,0.4,4.4,102.946,1.2,61.7676,1,2,6,1,4,4,1
2.72,5.5,0.6,3.3,93.26,0.6,55.956,98.76,5,0.2,1,14.27,0.6,2,0.2,0.4,0,0.2,0,4,69.218,0.4,13.8436,1,2,6,0,2,2,1
2.72,1.9,0.4,0.76,35.04,0.6,21.024,36.94,6.5,0.6,3.9,16.19,0.6,2,0.2,0.4,0,0.2,0,4.6,35.798,0.4,7.1596,1,6,6,0,2,2,1
2.72,3.5,0.6,2.1,16.09,0.6,9.654,19.59,5,0.2,1,5.03,0.4,2,0.2,0.4,0,0.2,0,3.8,15.166,0.4,3.0332,1,2,4,0,2,2,1
2.72,1.46,0.4,0.584,0.75,0.2,0.15,2.21,5,0.2,1,0.11,0.2,2,0.2,0.4,0,0.2,0,2.2,2.156,0.4,0.4312,0,2,2,0,2,2,1
2.72,4.6,0.6,2.76,54.99,0.6,32.994,59.59,5,0.2,1,14.1,0.6,2,0.2,0.4,0,0.2,0,4,45.614,0.4,9.1228,1,2,6,0,2,2,1
2.72,7.43,0.6,4.458,79.5,0.6,47.7,86.93,5,0.2,1,102.39,0.6,2,0.2,0.4,0,0.2,0,4,114.992,0.4,22.9984,1,2,6,0,2,2,1
2.72,3.51,0.6,2.106,52.89,0.6,31.734,56.4,5,0.2,1,4.26,0.2,2,0.2,0.4,0,0.2,0,3.6,36.092,0.4,7.2184,1,2,2,0,2,2,1
2.72,5.65,0.6,3.39,67.16,0.6,40.296,72.81,6,0.6,3.6,27.23,0.6,2,0.2,0.4,0,0.2,0,4.8,64.024,0.4,12.8048,1,6,6,0,2,2,1
2.72,1.33,0.4,0.532,0.35,0.2,0.07,1.68,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,2.002,0.4,0.4004,0,2,2,0,2,2,1
2.72,5.45,0.6,3.27,71.09,0.6,42.654,76.54,5.5,0.4,2.2,59.18,0.6,2,0.2,0.4,0,0.2,0,4.4,84.032,0.4,16.8064,1,4,6,0,2,2,1
2.72,1.73,0.4,0.692,5.64,0.4,2.256,7.37,5,0.2,1,13.35,0.6,2,0.2,0.4,0,0.2,0,3.2,12.358,0.4,2.4716,1,2,6,0,2,2,1
2.72,6.02,0.6,3.612,135.69,0.6,81.414,141.71,6,0.6,3.6,89.64,0.6,4,0.2,0.8,0,0.2,0,5,143.21,0.8,57.284,1,6,6,0,2,2,1
2.72,3.22,0.6,1.932,55.64,0.6,33.384,58.86,5,0.2,1,80.8,0.6,2,0.4,0.8,0,0.2,0,4.2,85.596,0.8,34.2384,1,2,6,1,4,2,1
2.72,2.41,0.6,1.446,5.28,0.4,2.112,7.69,5,0.2,1,8.95,0.4,4,0.2,0.8,0,0.2,0,3.4,8.938,0.8,3.5752,1,2,4,0,2,2,1
2.72,2.84,0.6,1.704,64.91,0.6,38.946,67.75,5.5,0.4,2.2,124.59,0.6,4,0.2,0.8,0,0.2,0,4.6,118.404,0.8,47.3616,1,4,6,0,2,2,1
2.72,1.75,0.4,0.7,0.57,0.2,0.114,2.32,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.4,2.614,0.8,1.0456,1,2,2,0,2,2,1
2.72,2.18,0.6,1.308,30.81,0.6,18.486,32.99,5,0.2,1,5.8,0.4,4,0.2,0.8,0,0.2,0,4,23.914,0.8,9.5656,1,2,4,0,2,2,1
2.72,3.26,0.6,1.956,2.81,0.2,0.562,6.07,6,0.6,3.6,21.6,0.6,4,0.2,0.8,0,0.2,0,3.8,19.878,0.8,7.9512,1,6,6,0,2,2,1
2.72,4.43,0.6,2.658,51.32,0.6,30.792,55.75,5.5,0.4,2.2,145.97,0.6,2,0.2,0.4,0,0.2,0,4.4,123.632,0.4,24.7264,1,4,6,0,2,2,1
2.72,5.61,0.6,3.366,99.33,0.6,59.598,104.94,6.5,0.6,3.9,76.47,0.6,2,0.2,0.4,0,0.2,0,4.8,113.146,0.4,22.6292,1,6,6,0,2,2,1
2.72,3.9,0.6,2.34,27.92,0.6,16.752,31.82,5,0.2,1,47.6,0.6,2,0.2,0.4,0,0.2,0,4,49.052,0.4,9.8104,1,2,6,0,2,2,1
2.72,2.19,0.6,1.314,0.68,0.2,0.136,2.87,5,0.2,1,28.4,0.6,2,0.2,0.4,0,0.2,0,2.8,19.89,0.4,3.978,1,2,6,0,2,2,1
2.72,1.56,0.4,0.624,14.64,0.4,5.856,16.2,5,0.2,1,25.97,0.6,2,0.2,0.4,0,0.2,0,3.2,23.462,0.4,4.6924,1,2,6,0,2,2,1
2.72,4.53,0.6,2.718,87.93,0.6,52.758,92.46,5,0.2,1,85.81,0.6,2,0.2,0.4,0,0.2,0,4,108.362,0.4,21.6724,1,2,6,0,2,2,1
2.72,4.97,0.6,2.982,42.19,0.6,25.314,47.16,5.5,0.4,2.2,45.37,0.6,2,0.2,0.4,0,0.2,0,4.4,58.118,0.4,11.6236,1,4,6,0,2,2,1
2.72,2.13,0.6,1.278,0.59,0.2,0.118,2.72,5,0.2,1,0.76,0.2,2,0.2,0.4,0,0.2,0,2.4,2.948,0.4,0.5896,0,2,2,0,2,2,1
2.72,3.66,0.6,2.196,15.47,0.6,9.282,19.13,5,0.2,1,1.43,0.2,2,0.2,0.4,0,0.2,0,3.6,13.164,0.4,2.6328,1,2,2,0,2,2,1
2.72,1.64,0.4,0.656,0.19,0.2,0.038,1.83,5,0.2,1,1.59,0.2,2,0.2,0.4,0,0.2,0,2.2,2.412,0.4,0.4824,0,2,2,0,2,2,1
2.72,4.9,0.6,2.94,98.71,0.6,59.226,103.61,5.5,0.4,2.2,82.99,0.6,2,0.2,0.4,1,0.4,0.4,4.6,114.96,0.8,45.984,1,4,6,0,2,4,1
2.72,5.68,0.6,3.408,67.38,0.6,40.428,73.06,5,0.2,1,86.7,0.6,2,0.2,0.4,1,0.4,0.4,4.2,97.656,0.8,39.0624,1,2,6,0,2,4,1
2.72,3.99,0.6,2.394,92.05,0.6,55.23,96.04,5,0.2,1,15.14,0.6,2,0.2,0.4,1,0.4,0.4,4.2,68.508,0.8,27.4032,1,2,6,0,2,4,1
2.72,3.47,0.6,2.082,47.07,0.6,28.242,50.54,5,0.2,1,31.38,0.6,2,0.2,0.4,0,0.2,0,4,50.552,0.4,10.1104,1,2,6,0,2,2,1
2.72,2.68,0.6,1.608,38.32,0.6,22.992,41,5,0.2,1,7.17,0.4,2,0.2,0.4,0,0.2,0,3.8,28.868,0.4,5.7736,1,2,4,0,2,2,1
2.72,2.13,0.6,1.278,42.64,0.6,25.584,44.77,5,0.2,1,18.24,0.6,2,0.2,0.4,0,0.2,0,4,39.206,0.4,7.8412,1,2,6,0,2,2,1
2.72,4.28,0.6,2.568,1264.63,0.6,758.778,1268.91,5.5,0.4,2.2,58.86,0.6,6,0.2,1.2,2,0.6,1.2,5.2,801.262,2.4,961.5144,1,4,6,0,2,6,1
2.72,4.36,0.6,2.616,33.91,0.6,20.346,38.27,5.5,0.4,2.2,6.06,0.4,6,0.4,2.4,0,0.2,0,4.8,29.986,2.4,35.9832,1,4,4,1,4,2,1
2.72,2.23,0.6,1.338,4.54,0.2,0.908,6.77,5,0.2,1,22.8,0.6,6,0.2,1.2,0,0.2,0,3.2,18.126,1.2,10.8756,1,2,6,0,2,2,1
